week_threshold,prop_yes,n_samples,group
21.8,1.0,17,Group2
22.0,1.0,17,Group2
22.2,1.0,17,Group2
22.4,1.0,17,Group2
22.6,1.0,17,Group2
22.8,1.0,17,Group2
23.0,1.0,17,Group2
23.2,1.0,15,Group2
23.4,1.0,13,Group2
23.6,1.0,13,Group2
23.8,1.0,12,Group2
24.0,1.0,11,Group2
24.2,1.0,9,Group2
24.4,1.0,5,Group2
24.6,1.0,3,Group2
24.8,1.0,3,Group2
25.0,1.0,2,Group2
25.2,1.0,2,Group2
25.4,1.0,2,Group2
25.6,1.0,2,Group2
25.8,1.0,2,Group2
26.0,1.0,2,Group2
26.2,,0,Group2
26.4,,0,Group2
26.6,,0,Group2
26.8,,0,Group2
27.0,,0,Group2
27.2,,0,Group2
27.4,,0,Group2
27.6,,0,Group2
27.8,,0,Group2
28.0,,0,Group2
28.2,,0,Group2
28.4,,0,Group2
28.6,,0,Group2
28.8,,0,Group2
29.0,,0,Group2
29.2,,0,Group2
29.4,,0,Group2
29.6,,0,Group2
29.8,,0,Group2
30.0,,0,Group2
10.0,0.8809523809523809,126,Group3
10.2,0.8809523809523809,126,Group3
10.4,0.8809523809523809,126,Group3
10.6,0.8809523809523809,126,Group3
10.8,0.8809523809523809,126,Group3
11.0,0.8809523809523809,126,Group3
11.2,0.8861788617886179,123,Group3
11.4,0.8861788617886179,123,Group3
11.6,0.8852459016393442,122,Group3
11.8,0.8842975206611571,121,Group3
12.0,0.8842975206611571,121,Group3
12.2,0.8869565217391304,115,Group3
12.4,0.8828828828828829,111,Group3
12.6,0.8952380952380953,105,Group3
12.8,0.8942307692307693,104,Group3
13.0,0.900990099009901,101,Group3
13.2,0.8958333333333334,96,Group3
13.4,0.8936170212765957,94,Group3
13.6,0.8901098901098901,91,Group3
13.8,0.896551724137931,87,Group3
14.0,0.8941176470588236,85,Group3
14.2,0.8888888888888888,81,Group3
14.4,0.8860759493670886,79,Group3
14.6,0.8831168831168831,77,Group3
14.8,0.881578947368421,76,Group3
15.0,0.88,75,Group3
15.2,0.8767123287671232,73,Group3
15.4,0.875,72,Group3
15.6,0.8823529411764706,68,Group3
15.8,0.873015873015873,63,Group3
16.0,0.8709677419354839,62,Group3
16.2,0.8888888888888888,54,Group3
16.4,0.8846153846153846,52,Group3
16.6,0.9130434782608695,46,Group3
16.8,0.9090909090909091,44,Group3
17.0,0.9090909090909091,44,Group3
17.2,0.925,40,Group3
17.4,0.925,40,Group3
17.6,0.9230769230769231,39,Group3
17.8,0.9210526315789473,38,Group3
18.0,0.9210526315789473,38,Group3
18.2,0.9210526315789473,38,Group3
18.4,0.9459459459459459,37,Group3
18.6,0.9459459459459459,37,Group3
18.8,0.9459459459459459,37,Group3
19.0,0.9444444444444444,36,Group3
19.2,0.9444444444444444,36,Group3
19.4,0.9444444444444444,36,Group3
19.6,0.9705882352941176,34,Group3
19.8,0.9696969696969697,33,Group3
20.0,0.967741935483871,31,Group3
20.2,1.0,25,Group3
20.4,1.0,23,Group3
20.6,1.0,21,Group3
20.8,1.0,21,Group3
21.0,1.0,20,Group3
21.2,1.0,19,Group3
21.4,1.0,19,Group3
21.6,1.0,19,Group3
21.8,1.0,18,Group3
22.0,1.0,18,Group3
22.2,1.0,18,Group3
22.4,1.0,18,Group3
22.6,1.0,18,Group3
22.8,1.0,18,Group3
23.0,1.0,18,Group3
23.2,1.0,16,Group3
23.4,1.0,15,Group3
23.6,1.0,13,Group3
23.8,1.0,9,Group3
24.0,1.0,9,Group3
24.2,1.0,3,Group3
24.4,1.0,2,Group3
24.6,1.0,2,Group3
24.8,1.0,2,Group3
25.0,1.0,2,Group3
25.2,1.0,2,Group3
25.4,1.0,2,Group3
25.6,1.0,2,Group3
25.8,1.0,2,Group3
26.0,1.0,2,Group3
26.2,1.0,2,Group3
26.4,1.0,2,Group3
26.6,1.0,1,Group3
26.8,1.0,1,Group3
27.0,1.0,1,Group3
27.2,1.0,1,Group3
27.4,1.0,1,Group3
27.6,1.0,1,Group3
27.8,,0,Group3
28.0,,0,Group3
28.2,,0,Group3
28.4,,0,Group3
28.6,,0,Group3
28.8,,0,Group3
29.0,,0,Group3
29.2,,0,Group3
29.4,,0,Group3
29.6,,0,Group3
29.8,,0,Group3
30.0,,0,Group3
10.0,0.8888888888888888,126,Group4
10.2,0.8888888888888888,126,Group4
10.4,0.8888888888888888,126,Group4
10.6,0.8888888888888888,126,Group4
10.8,0.8888888888888888,126,Group4
11.0,0.8888888888888888,126,Group4
11.2,0.8888888888888888,126,Group4
11.4,0.8888888888888888,126,Group4
11.6,0.8888888888888888,126,Group4
11.8,0.888,125,Group4
12.0,0.8861788617886179,123,Group4
12.2,0.8925619834710744,121,Group4
12.4,0.896551724137931,116,Group4
12.6,0.8918918918918919,111,Group4
12.8,0.8888888888888888,108,Group4
13.0,0.8878504672897196,107,Group4
13.2,0.8865979381443299,97,Group4
13.4,0.8829787234042553,94,Group4
13.6,0.8764044943820225,89,Group4
13.8,0.8735632183908046,87,Group4
14.0,0.8674698795180723,83,Group4
14.2,0.8589743589743589,78,Group4
14.4,0.8552631578947368,76,Group4
14.6,0.8450704225352113,71,Group4
14.8,0.8428571428571429,70,Group4
15.0,0.8382352941176471,68,Group4
15.2,0.8333333333333334,66,Group4
15.4,0.8253968253968254,63,Group4
15.6,0.8,55,Group4
15.8,0.7962962962962963,54,Group4
16.0,0.7924528301886793,53,Group4
16.2,0.7916666666666666,48,Group4
16.4,0.7674418604651163,43,Group4
16.6,0.7714285714285715,35,Group4
16.8,0.7575757575757576,33,Group4
17.0,0.7575757575757576,33,Group4
17.2,0.7741935483870968,31,Group4
17.4,0.7741935483870968,31,Group4
17.6,0.75,28,Group4
17.8,0.7407407407407407,27,Group4
18.0,0.7307692307692307,26,Group4
18.2,0.72,25,Group4
18.4,0.72,25,Group4
18.6,0.72,25,Group4
18.8,0.72,25,Group4
19.0,0.72,25,Group4
19.2,0.7083333333333334,24,Group4
19.4,0.6818181818181818,22,Group4
19.6,0.6818181818181818,22,Group4
19.8,0.6818181818181818,22,Group4
20.0,0.6818181818181818,22,Group4
20.2,0.7222222222222222,18,Group4
20.4,0.6875,16,Group4
20.6,0.6875,16,Group4
20.8,0.6875,16,Group4
21.0,0.7142857142857143,14,Group4
21.2,0.7142857142857143,14,Group4
21.4,0.7142857142857143,14,Group4
21.6,0.6923076923076923,13,Group4
21.8,0.6923076923076923,13,Group4
22.0,0.6923076923076923,13,Group4
22.2,0.6923076923076923,13,Group4
22.4,0.6923076923076923,13,Group4
22.6,0.6923076923076923,13,Group4
22.8,0.6923076923076923,13,Group4
23.0,0.6923076923076923,13,Group4
23.2,0.7,10,Group4
23.4,0.6666666666666666,9,Group4
23.6,0.5,6,Group4
23.8,0.75,4,Group4
24.0,0.75,4,Group4
24.2,0.6666666666666666,3,Group4
24.4,1.0,2,Group4
24.6,1.0,1,Group4
24.8,1.0,1,Group4
25.0,1.0,1,Group4
25.2,1.0,1,Group4
25.4,1.0,1,Group4
25.6,1.0,1,Group4
25.8,1.0,1,Group4
26.0,1.0,1,Group4
26.2,1.0,1,Group4
26.4,1.0,1,Group4
26.6,1.0,1,Group4
26.8,1.0,1,Group4
27.0,1.0,1,Group4
27.2,1.0,1,Group4
27.4,1.0,1,Group4
27.6,1.0,1,Group4
27.8,1.0,1,Group4
28.0,1.0,1,Group4
28.2,1.0,1,Group4
28.4,1.0,1,Group4
28.6,1.0,1,Group4
28.8,1.0,1,Group4
29.0,1.0,1,Group4
29.2,,0,Group4
29.4,,0,Group4
29.6,,0,Group4
29.8,,0,Group4
30.0,,0,Group4
10.0,0.7619047619047619,126,Group5
10.2,0.7619047619047619,126,Group5
10.4,0.7619047619047619,126,Group5
10.6,0.7619047619047619,126,Group5
10.8,0.7619047619047619,126,Group5
11.0,0.7619047619047619,126,Group5
11.2,0.7619047619047619,126,Group5
11.4,0.76,125,Group5
11.6,0.7580645161290323,124,Group5
11.8,0.7580645161290323,124,Group5
12.0,0.7704918032786885,122,Group5
12.2,0.7692307692307693,117,Group5
12.4,0.7787610619469026,113,Group5
12.6,0.7837837837837838,111,Group5
12.8,0.7818181818181819,110,Group5
13.0,0.7818181818181819,110,Group5
13.2,0.8173076923076923,104,Group5
13.4,0.8137254901960784,102,Group5
13.6,0.8080808080808081,99,Group5
13.8,0.8020833333333334,96,Group5
14.0,0.8020833333333334,96,Group5
14.2,0.8020833333333334,96,Group5
14.4,0.8,95,Group5
14.6,0.7978723404255319,94,Group5
14.8,0.7934782608695652,92,Group5
15.0,0.7934782608695652,92,Group5
15.2,0.8,90,Group5
15.4,0.7954545454545454,88,Group5
15.6,0.788235294117647,85,Group5
15.8,0.7926829268292683,82,Group5
16.0,0.7901234567901234,81,Group5
16.2,0.7972972972972973,74,Group5
16.4,0.8142857142857143,70,Group5
16.6,0.8208955223880597,67,Group5
16.8,0.8307692307692308,65,Group5
17.0,0.8307692307692308,65,Group5
17.2,0.8225806451612904,62,Group5
17.4,0.8333333333333334,60,Group5
17.6,0.8333333333333334,60,Group5
17.8,0.8305084745762712,59,Group5
18.0,0.8275862068965517,58,Group5
18.2,0.8275862068965517,58,Group5
18.4,0.8245614035087719,57,Group5
18.6,0.8245614035087719,57,Group5
18.8,0.8245614035087719,57,Group5
19.0,0.8214285714285714,56,Group5
19.2,0.8214285714285714,56,Group5
19.4,0.8214285714285714,56,Group5
19.6,0.8301886792452831,53,Group5
19.8,0.8301886792452831,53,Group5
20.0,0.8301886792452831,53,Group5
20.2,0.8409090909090909,44,Group5
20.4,0.8571428571428571,42,Group5
20.6,0.8378378378378378,37,Group5
20.8,0.8333333333333334,36,Group5
21.0,0.8823529411764706,34,Group5
21.2,0.8666666666666667,30,Group5
21.4,0.8666666666666667,30,Group5
21.6,0.8620689655172413,29,Group5
21.8,0.8620689655172413,29,Group5
22.0,0.8620689655172413,29,Group5
22.2,0.8620689655172413,29,Group5
22.4,0.8620689655172413,29,Group5
22.6,0.8620689655172413,29,Group5
22.8,0.8571428571428571,28,Group5
23.0,0.8571428571428571,28,Group5
23.2,0.8846153846153846,26,Group5
23.4,0.88,25,Group5
23.6,0.8636363636363636,22,Group5
23.8,0.8571428571428571,21,Group5
24.0,0.8235294117647058,17,Group5
24.2,0.8,15,Group5
24.4,0.7272727272727273,11,Group5
24.6,0.8,5,Group5
24.8,1.0,2,Group5
25.0,1.0,2,Group5
25.2,1.0,2,Group5
25.4,1.0,2,Group5
25.6,1.0,2,Group5
25.8,1.0,2,Group5
26.0,1.0,2,Group5
26.2,1.0,1,Group5
26.4,1.0,1,Group5
26.6,,0,Group5
26.8,,0,Group5
27.0,,0,Group5
27.2,,0,Group5
27.4,,0,Group5
27.6,,0,Group5
27.8,,0,Group5
28.0,,0,Group5
28.2,,0,Group5
28.4,,0,Group5
28.6,,0,Group5
28.8,,0,Group5
29.0,,0,Group5
29.2,,0,Group5
29.4,,0,Group5
29.6,,0,Group5
29.8,,0,Group5
30.0,,0,Group5
