week_threshold,prop_yes,n_samples,group
21.2,0.9393939393939394,66,Group1
21.4,0.9375,64,Group1
21.6,0.9344262295081968,61,Group1
21.8,0.9333333333333333,60,Group1
22.0,0.9333333333333333,60,Group1
22.2,0.9333333333333333,60,Group1
22.4,0.9333333333333333,60,Group1
22.6,0.9333333333333333,60,Group1
22.8,0.9333333333333333,60,Group1
23.0,0.9333333333333333,60,Group1
23.2,0.9423076923076923,52,Group1
23.4,0.9361702127659575,47,Group1
23.6,0.926829268292683,41,Group1
23.8,0.9705882352941176,34,Group1
24.0,0.96875,32,Group1
24.2,0.9473684210526315,19,Group1
24.4,1.0,13,Group1
24.6,1.0,10,Group1
24.8,1.0,10,Group1
25.0,1.0,9,Group1
25.2,1.0,9,Group1
25.4,1.0,6,Group1
25.6,1.0,6,Group1
25.8,1.0,6,Group1
26.0,1.0,6,Group1
26.2,1.0,3,Group1
26.4,1.0,3,Group1
26.6,1.0,2,Group1
26.8,1.0,2,Group1
27.0,1.0,2,Group1
27.2,1.0,2,Group1
27.4,1.0,2,Group1
27.6,1.0,2,Group1
27.8,1.0,1,Group1
28.0,1.0,1,Group1
28.2,1.0,1,Group1
28.4,1.0,1,Group1
28.6,1.0,1,Group1
28.8,1.0,1,Group1
29.0,1.0,1,Group1
29.2,,0,Group1
29.4,,0,Group1
29.6,,0,Group1
29.8,,0,Group1
30.0,,0,Group1
10.0,0.7676767676767676,99,Group2
10.2,0.7676767676767676,99,Group2
10.4,0.7676767676767676,99,Group2
10.6,0.7676767676767676,99,Group2
10.8,0.7676767676767676,99,Group2
11.0,0.7676767676767676,99,Group2
11.2,0.7676767676767676,99,Group2
11.4,0.7676767676767676,99,Group2
11.6,0.7653061224489796,98,Group2
11.8,0.7653061224489796,98,Group2
12.0,0.78125,96,Group2
12.2,0.782608695652174,92,Group2
12.4,0.782608695652174,92,Group2
12.6,0.7777777777777778,90,Group2
12.8,0.7752808988764045,89,Group2
13.0,0.7752808988764045,89,Group2
13.2,0.8095238095238095,84,Group2
13.4,0.8048780487804879,82,Group2
13.6,0.7974683544303798,79,Group2
13.8,0.7866666666666666,75,Group2
14.0,0.7866666666666666,75,Group2
14.2,0.7866666666666666,75,Group2
14.4,0.7808219178082192,73,Group2
14.6,0.7777777777777778,72,Group2
14.8,0.7714285714285715,70,Group2
15.0,0.7714285714285715,70,Group2
15.2,0.7794117647058824,68,Group2
15.4,0.7727272727272727,66,Group2
15.6,0.765625,64,Group2
15.8,0.7580645161290323,62,Group2
16.0,0.7540983606557377,61,Group2
16.2,0.7636363636363637,55,Group2
16.4,0.7884615384615384,52,Group2
16.6,0.8,50,Group2
16.8,0.8125,48,Group2
17.0,0.8125,48,Group2
17.2,0.8043478260869565,46,Group2
17.4,0.8181818181818182,44,Group2
17.6,0.8181818181818182,44,Group2
17.8,0.813953488372093,43,Group2
18.0,0.8095238095238095,42,Group2
18.2,0.8095238095238095,42,Group2
18.4,0.8048780487804879,41,Group2
18.6,0.8048780487804879,41,Group2
18.8,0.8048780487804879,41,Group2
19.0,0.8048780487804879,41,Group2
19.2,0.8048780487804879,41,Group2
19.4,0.8048780487804879,41,Group2
19.6,0.8,40,Group2
19.8,0.8,40,Group2
20.0,0.8,40,Group2
20.2,0.8181818181818182,33,Group2
20.4,0.8387096774193549,31,Group2
20.6,0.8148148148148148,27,Group2
20.8,0.8076923076923077,26,Group2
21.0,0.875,24,Group2
21.2,0.8571428571428571,21,Group2
21.4,0.8571428571428571,21,Group2
21.6,0.85,20,Group2
21.8,0.85,20,Group2
22.0,0.85,20,Group2
22.2,0.85,20,Group2
22.4,0.85,20,Group2
22.6,0.85,20,Group2
22.8,0.8421052631578947,19,Group2
23.0,0.8421052631578947,19,Group2
23.2,0.8421052631578947,19,Group2
23.4,0.8333333333333334,18,Group2
23.6,0.8,15,Group2
23.8,0.8,15,Group2
24.0,0.7272727272727273,11,Group2
24.2,0.7,10,Group2
24.4,0.625,8,Group2
24.6,0.6666666666666666,3,Group2
24.8,,0,Group2
25.0,,0,Group2
25.2,,0,Group2
25.4,,0,Group2
25.6,,0,Group2
25.8,,0,Group2
26.0,,0,Group2
26.2,,0,Group2
26.4,,0,Group2
26.6,,0,Group2
26.8,,0,Group2
27.0,,0,Group2
27.2,,0,Group2
27.4,,0,Group2
27.6,,0,Group2
27.8,,0,Group2
28.0,,0,Group2
28.2,,0,Group2
28.4,,0,Group2
28.6,,0,Group2
28.8,,0,Group2
29.0,,0,Group2
29.2,,0,Group2
29.4,,0,Group2
29.6,,0,Group2
29.8,,0,Group2
30.0,,0,Group2
10.0,0.7727272727272727,22,Group3
10.2,0.7727272727272727,22,Group3
10.4,0.7727272727272727,22,Group3
10.6,0.7727272727272727,22,Group3
10.8,0.7727272727272727,22,Group3
11.0,0.7727272727272727,22,Group3
11.2,0.7727272727272727,22,Group3
11.4,0.7619047619047619,21,Group3
11.6,0.7619047619047619,21,Group3
11.8,0.7619047619047619,21,Group3
12.0,0.7619047619047619,21,Group3
12.2,0.7619047619047619,21,Group3
12.4,0.8235294117647058,17,Group3
12.6,0.875,16,Group3
12.8,0.875,16,Group3
13.0,0.875,16,Group3
13.2,0.875,16,Group3
13.4,0.875,16,Group3
13.6,0.875,16,Group3
13.8,0.875,16,Group3
14.0,0.875,16,Group3
14.2,0.875,16,Group3
14.4,0.875,16,Group3
14.6,0.875,16,Group3
14.8,0.875,16,Group3
15.0,0.875,16,Group3
15.2,0.875,16,Group3
15.4,0.875,16,Group3
15.6,0.8666666666666667,15,Group3
15.8,0.8666666666666667,15,Group3
16.0,0.8666666666666667,15,Group3
16.2,0.8571428571428571,14,Group3
16.4,0.8461538461538461,13,Group3
16.6,0.8333333333333334,12,Group3
16.8,0.8333333333333334,12,Group3
17.0,0.8333333333333334,12,Group3
17.2,0.8181818181818182,11,Group3
17.4,0.8181818181818182,11,Group3
17.6,0.8181818181818182,11,Group3
17.8,0.8181818181818182,11,Group3
18.0,0.8181818181818182,11,Group3
18.2,0.8181818181818182,11,Group3
18.4,0.8181818181818182,11,Group3
18.6,0.8181818181818182,11,Group3
18.8,0.8181818181818182,11,Group3
19.0,0.8,10,Group3
19.2,0.8,10,Group3
19.4,0.8,10,Group3
19.6,0.8888888888888888,9,Group3
19.8,0.8888888888888888,9,Group3
20.0,0.8888888888888888,9,Group3
20.2,0.875,8,Group3
20.4,0.875,8,Group3
20.6,0.875,8,Group3
20.8,0.875,8,Group3
21.0,0.875,8,Group3
21.2,0.8571428571428571,7,Group3
21.4,0.8571428571428571,7,Group3
21.6,0.8571428571428571,7,Group3
21.8,0.8571428571428571,7,Group3
22.0,0.8571428571428571,7,Group3
22.2,0.8571428571428571,7,Group3
22.4,0.8571428571428571,7,Group3
22.6,0.8571428571428571,7,Group3
22.8,0.8571428571428571,7,Group3
23.0,0.8571428571428571,7,Group3
23.2,1.0,5,Group3
23.4,1.0,5,Group3
23.6,1.0,5,Group3
23.8,1.0,4,Group3
24.0,1.0,4,Group3
24.2,1.0,3,Group3
24.4,1.0,3,Group3
24.6,1.0,2,Group3
24.8,1.0,2,Group3
25.0,1.0,2,Group3
25.2,1.0,2,Group3
25.4,1.0,2,Group3
25.6,1.0,2,Group3
25.8,1.0,2,Group3
26.0,1.0,2,Group3
26.2,1.0,1,Group3
26.4,1.0,1,Group3
26.6,,0,Group3
26.8,,0,Group3
27.0,,0,Group3
27.2,,0,Group3
27.4,,0,Group3
27.6,,0,Group3
27.8,,0,Group3
28.0,,0,Group3
28.2,,0,Group3
28.4,,0,Group3
28.6,,0,Group3
28.8,,0,Group3
29.0,,0,Group3
29.2,,0,Group3
29.4,,0,Group3
29.6,,0,Group3
29.8,,0,Group3
30.0,,0,Group3
10.0,0.8333333333333334,6,Group4
10.2,0.8333333333333334,6,Group4
10.4,0.8333333333333334,6,Group4
10.6,0.8333333333333334,6,Group4
10.8,0.8333333333333334,6,Group4
11.0,0.8333333333333334,6,Group4
11.2,0.8333333333333334,6,Group4
11.4,0.8333333333333334,6,Group4
11.6,0.8333333333333334,6,Group4
11.8,0.8333333333333334,6,Group4
12.0,0.8333333333333334,6,Group4
12.2,0.8,5,Group4
12.4,0.8,5,Group4
12.6,0.8,5,Group4
12.8,0.8,5,Group4
13.0,0.8,5,Group4
13.2,1.0,4,Group4
13.4,1.0,4,Group4
13.6,1.0,4,Group4
13.8,1.0,4,Group4
14.0,1.0,4,Group4
14.2,1.0,4,Group4
14.4,1.0,4,Group4
14.6,1.0,4,Group4
14.8,1.0,4,Group4
15.0,1.0,4,Group4
15.2,1.0,4,Group4
15.4,1.0,4,Group4
15.6,1.0,4,Group4
15.8,1.0,4,Group4
16.0,1.0,3,Group4
16.2,1.0,3,Group4
16.4,1.0,3,Group4
16.6,1.0,3,Group4
16.8,1.0,3,Group4
17.0,1.0,3,Group4
17.2,1.0,3,Group4
17.4,1.0,3,Group4
17.6,1.0,3,Group4
17.8,1.0,3,Group4
18.0,1.0,3,Group4
18.2,1.0,3,Group4
18.4,1.0,3,Group4
18.6,1.0,3,Group4
18.8,1.0,3,Group4
19.0,1.0,3,Group4
19.2,1.0,3,Group4
19.4,1.0,3,Group4
19.6,1.0,2,Group4
19.8,1.0,2,Group4
20.0,1.0,2,Group4
20.2,1.0,1,Group4
20.4,1.0,1,Group4
20.6,1.0,1,Group4
20.8,1.0,1,Group4
21.0,1.0,1,Group4
21.2,1.0,1,Group4
21.4,1.0,1,Group4
21.6,1.0,1,Group4
21.8,1.0,1,Group4
22.0,1.0,1,Group4
22.2,1.0,1,Group4
22.4,1.0,1,Group4
22.6,1.0,1,Group4
22.8,1.0,1,Group4
23.0,1.0,1,Group4
23.2,1.0,1,Group4
23.4,1.0,1,Group4
23.6,1.0,1,Group4
23.8,1.0,1,Group4
24.0,1.0,1,Group4
24.2,1.0,1,Group4
24.4,,0,Group4
24.6,,0,Group4
24.8,,0,Group4
25.0,,0,Group4
25.2,,0,Group4
25.4,,0,Group4
25.6,,0,Group4
25.8,,0,Group4
26.0,,0,Group4
26.2,,0,Group4
26.4,,0,Group4
26.6,,0,Group4
26.8,,0,Group4
27.0,,0,Group4
27.2,,0,Group4
27.4,,0,Group4
27.6,,0,Group4
27.8,,0,Group4
28.0,,0,Group4
28.2,,0,Group4
28.4,,0,Group4
28.6,,0,Group4
28.8,,0,Group4
29.0,,0,Group4
29.2,,0,Group4
29.4,,0,Group4
29.6,,0,Group4
29.8,,0,Group4
30.0,,0,Group4
10.0,0.6666666666666666,3,Group5
10.2,0.6666666666666666,3,Group5
10.4,0.6666666666666666,3,Group5
10.6,0.6666666666666666,3,Group5
10.8,0.6666666666666666,3,Group5
11.0,0.6666666666666666,3,Group5
11.2,0.6666666666666666,3,Group5
11.4,0.6666666666666666,3,Group5
11.6,0.6666666666666666,3,Group5
11.8,0.6666666666666666,3,Group5
12.0,0.6666666666666666,3,Group5
12.2,0.6666666666666666,3,Group5
12.4,0.6666666666666666,3,Group5
12.6,0.6666666666666666,3,Group5
12.8,0.6666666666666666,3,Group5
13.0,0.6666666666666666,3,Group5
13.2,0.6666666666666666,3,Group5
13.4,0.6666666666666666,3,Group5
13.6,0.6666666666666666,3,Group5
13.8,0.6666666666666666,3,Group5
14.0,0.6666666666666666,3,Group5
14.2,0.6666666666666666,3,Group5
14.4,0.6666666666666666,3,Group5
14.6,0.6666666666666666,3,Group5
14.8,0.6666666666666666,3,Group5
15.0,0.6666666666666666,3,Group5
15.2,0.6666666666666666,3,Group5
15.4,0.6666666666666666,3,Group5
15.6,0.6666666666666666,3,Group5
15.8,1.0,2,Group5
16.0,1.0,2,Group5
16.2,1.0,2,Group5
16.4,1.0,2,Group5
16.6,1.0,2,Group5
16.8,1.0,2,Group5
17.0,1.0,2,Group5
17.2,1.0,2,Group5
17.4,1.0,2,Group5
17.6,1.0,2,Group5
17.8,1.0,2,Group5
18.0,1.0,2,Group5
18.2,1.0,2,Group5
18.4,1.0,2,Group5
18.6,1.0,2,Group5
18.8,1.0,2,Group5
19.0,1.0,2,Group5
19.2,1.0,2,Group5
19.4,1.0,2,Group5
19.6,1.0,2,Group5
19.8,1.0,2,Group5
20.0,1.0,2,Group5
20.2,1.0,2,Group5
20.4,1.0,2,Group5
20.6,1.0,1,Group5
20.8,1.0,1,Group5
21.0,1.0,1,Group5
21.2,1.0,1,Group5
21.4,1.0,1,Group5
21.6,1.0,1,Group5
21.8,1.0,1,Group5
22.0,1.0,1,Group5
22.2,1.0,1,Group5
22.4,1.0,1,Group5
22.6,1.0,1,Group5
22.8,1.0,1,Group5
23.0,1.0,1,Group5
23.2,1.0,1,Group5
23.4,1.0,1,Group5
23.6,1.0,1,Group5
23.8,1.0,1,Group5
24.0,1.0,1,Group5
24.2,1.0,1,Group5
24.4,,0,Group5
24.6,,0,Group5
24.8,,0,Group5
25.0,,0,Group5
25.2,,0,Group5
25.4,,0,Group5
25.6,,0,Group5
25.8,,0,Group5
26.0,,0,Group5
26.2,,0,Group5
26.4,,0,Group5
26.6,,0,Group5
26.8,,0,Group5
27.0,,0,Group5
27.2,,0,Group5
27.4,,0,Group5
27.6,,0,Group5
27.8,,0,Group5
28.0,,0,Group5
28.2,,0,Group5
28.4,,0,Group5
28.6,,0,Group5
28.8,,0,Group5
29.0,,0,Group5
29.2,,0,Group5
29.4,,0,Group5
29.6,,0,Group5
29.8,,0,Group5
30.0,,0,Group5
